adsh	tag	version	coreg	ddate	qtrs	uom	value	footnote
0001193125-09-101273	EmployeeRelatedLiabilities	us-gaap/2008		20081231	0	USD	450300000.0000	
0001031296-09-000011	AccountsReceivableNetCurrent	us-gaap/2008		20090331	0	USD	1266000000.0000	
0001104659-09-029605	CostOfSalesDomesticCommissary	0001104659-09-029605		20080331	1	USD	90006000.0000	
0001193125-09-102866	AccumulatedOtherComprehensiveIncomeLossNetOfTax	us-gaap/2008		20081231	0	USD	390000000.0000	
0001104659-09-029605	CashRecordedFromConsolidationOfVariableInterestEntities	0001104659-09-029605		20090331	1	USD	1087000.0000	
0000038074-09-000029	IncreaseDecreaseInInventories	us-gaap/2008		20090331	4	USD	31611000.0000	
0001031296-09-000011	MinorityInterest	us-gaap/2008		20090331	0	USD	34000000.0000	
0000038074-09-000029	InvestmentIncomeInterest	us-gaap/2008		20090331	4	USD	74410000.0000	
0001104659-09-025790	PaymentsForProceedsFromLoansReceivable	us-gaap/2008		20080331	1	USD	-24000.0000	
0001193125-09-109617	InvestmentIncomeInterestAndDividend	us-gaap/2008		20080331	1	USD	15000000.0000	
0000891618-09-000150	IncomeLossFromContinuingOperations	us-gaap/2008		20080331	1	USD	551000000.0000	
0001193125-09-088639	WeightedAverageNumberOfSharesOutstandingBasic	us-gaap/2008		20080331	1	shares	182572985.0000	
0000092380-09-000018	CashAndCashEquivalentsPeriodIncreaseDecrease	us-gaap/2008		20090331	1	USD	-223000000.0000	
0001193125-09-124260	GrossProfit	us-gaap/2008		20090430	1	USD	373500000.0000	
0000950134-09-009913	StockholdersEquity	us-gaap/2008		20081231	0	USD	793551000.0000	
0000831259-09-000047	PreferredStockValue	us-gaap/2008		20090331	0	USD	832000000.0000	
0000831259-09-000047	ExplorationAndResearchExpenses	0000831259-09-000047		20080331	1	USD	52000000.0000	
0000831259-09-000047	OtherLiabilitiesNoncurrent	us-gaap/2008		20090331	0	USD	1400000000.0000	
0000950134-09-009913	PreferredStockDividendsAndOtherAdjustments	us-gaap/2008		20080331	1	USD	9582000.0000	
0001193125-09-100014	NetIncomeLoss	us-gaap/2008		20080331	1	USD	-155600000.0000	
0001193125-09-101639	SalesRevenueNet	us-gaap/2008		20080331	1	USD	2997100000.0000	
0001104659-09-029605	PaymentsToAcquireBusinessesNetOfCashAcquired	us-gaap/2008		20080331	1	USD	100000.0000	
0001193125-09-111401	NetIncomeLoss	us-gaap/2008		20080331	1	USD	-705000.0000	
0001193125-09-109617	DeferredTaxLiabilitiesCurrent	us-gaap/2008		20090331	0	USD	25000000.0000	
0001193125-09-088639	BlackLungExciseTaxRefund	0001193125-09-088639		20090331	1	USD	352000.0000	
0000796343-09-000026	DeferredTaxAssetsNetCurrent	us-gaap/2008		20090531	0	USD	76907000.0000	
0000891618-09-000166	PropertyPlantAndEquipmentNet	us-gaap/2008		20090331	0	USD	92548000000.0000	
0001193125-09-088639	IncomeTaxExpenseBenefit	us-gaap/2008		20090331	1	USD	79735000.0000	
0000950123-09-008550	Liabilities	us-gaap/2008		20090331	0	USD	326145000.0000	
0000796343-09-000026	LiabilitiesCurrent	us-gaap/2008		20090531	0	USD	613632000.0000	
0001193125-09-109617	EffectOfExchangeRateOnCashAndCashEquivalents	us-gaap/2008		20080331	1	USD	37000000.0000	
0000796343-09-000026	AssetsCurrent	us-gaap/2008		20081130	0	USD	2735103000.0000	
0001193125-09-102866	OtherAssetsNoncurrent	us-gaap/2008		20090331	0	USD	531000000.0000	
0001193125-09-096522	CommonStockSharesAuthorized	us-gaap/2008		20090331	0	shares	2000000000.0000	
0001193125-09-102866	NetCashProvidedByUsedInOperatingActivities	us-gaap/2008		20090331	1	USD	733000000.0000	
0001193125-09-100014	NonoperatingIncomeExpense	us-gaap/2008		20080331	1	USD	-383500000.0000	
0000891618-09-000150	TotalOtherIncomeExpense	0000891618-09-000150		20080331	1	USD	-13000000.0000	
0000277948-09-000066	OtherAssetsNoncurrent	us-gaap/2008		20090331	0	USD	189000000.0000	
0001193125-09-088639	CapitalLeaseObligationsNoncurrent	us-gaap/2008		20090331	0	USD	70988000.0000	
0001104659-09-029605	WeightedAverageNumberOfDilutedSharesOutstanding	us-gaap/2008		20080331	1	shares	28885000.0000	
0001193125-09-100014	ForeignCurrencyTransactionGainLossBeforeTax	us-gaap/2008		20080331	1	USD	172600000.0000	
0000950134-09-009913	RevenueOilAndGasServices	us-gaap/2008		20080331	1	USD	12334000.0000	
0001193125-09-088639	IncreaseDecreaseInAccountsReceivableFromSecuritization	us-gaap/2008		20090331	1	USD	0.0000	
0000092380-09-000018	WeightedAverageNumberOfSharesOutstandingBasic	us-gaap/2008		20080331	1	shares	733000000.0000	
0000038074-09-000029	IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments	us-gaap/2008		20090331	4	USD	970534000.0000	
0000891618-09-000166	GainLossOnSaleOfPropertyPlantEquipment	us-gaap/2008		20090331	1	USD	-475000000.0000	
0000038074-09-000029	PaymentsToAcquireMarketableSecurities	us-gaap/2008		20090331	4	USD	-2236142000.0000	
0001031296-09-000011	FuelCosts	us-gaap/2008		20090331	1	USD	312000000.0000	
0001104659-09-025790	IntangibleAssetsNetExcludingGoodwill	us-gaap/2008		20090331	0	USD	16987000.0000	
0001193125-09-101273	ProceedsFromShortTermDebt	us-gaap/2008		20080331	1	USD	130000000.0000	
0000796343-09-000026	AccruedRestructuringExpensesNoncurrent	0000796343-09-000026		20090531	0	USD	6559000.0000	
0001193125-09-101273	CashAndCashEquivalentsPeriodIncreaseDecrease	us-gaap/2008		20080331	1	USD	-60900000.0000	
0001193125-09-101639	CashAndCashEquivalentsPeriodIncreaseDecrease	us-gaap/2008		20090331	1	USD	703600000.0000	
0000831259-09-000047	LossesOnEarlyExtinguishmentAndConversionOfDebtNet	0000831259-09-000047		20080331	1	USD	-6000000.0000	
0001193125-09-124260	OtherLiabilitiesNoncurrent	us-gaap/2008		20090131	0	USD	57000000.0000	
0001193125-09-091929	AccountsPayable	us-gaap/2008		20081231	0	USD	820000000.0000	
0001002638-09-000023	Revenues	us-gaap/2008		20080331	1	USD	178762000.0000	
0001193125-09-088639	AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment	us-gaap/2008		20081231	0	USD	4214316000.0000	
0000038074-09-000029	SalesRevenueGoodsNet	us-gaap/2008		20070331	4	USD	3183324000.0000	
0001104659-09-029605	SalariesAndBenefitsDomesticCompanyOwned	0001104659-09-029605		20090331	1	USD	38203000.0000	
0000038074-09-000029	EarningsPerShareDiluted	us-gaap/2008		20080331	4	USD	3.0600	
0000038074-09-000029	AssetsCurrent	us-gaap/2008		20090331	0	USD	3785954000.0000	
0001193125-09-101639	IncreaseDecreaseInAccruedLiabilities	us-gaap/2008		20080331	1	USD	-152300000.0000	
0001104659-09-029605	InventoryNet	us-gaap/2008		20090331	0	USD	15001000.0000	
0001193125-09-101639	WeightedAverageNumberOfDilutedSharesOutstanding	us-gaap/2008		20090331	1	shares	206700000.0000	
0001031296-09-000011	LiabilitiesAndStockholdersEquity	us-gaap/2008		20090331	0	USD	33557000000.0000	
0000950134-09-009913	OperatingIncomeLoss	us-gaap/2008		20080331	1	USD	-62811000.0000	
0001193125-09-100014	CashAndCashEquivalentsAtCarryingValue	us-gaap/2008		20080331	0	USD	1368700000.0000	
0001193125-09-109617	CommonStockSharesAuthorized	us-gaap/2008		20090331	0	shares	800000000.0000	
0001193125-09-100014	Goodwill	us-gaap/2008		20081231	0	USD	13144700000.0000	
0001104659-09-025790	PaymentsForRepurchaseOfCommonStock	us-gaap/2008		20090331	1	USD	560000.0000	
0001193125-09-102866	ExcessTaxBenefitFromShareBasedCompensationFinancingActivities	us-gaap/2008		20080331	1	USD	9000000.0000	
0000038074-09-000029	AssetsNoncurrent	us-gaap/2008		20080331	0	USD	604201000.0000	
0001002638-09-000023	IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments	us-gaap/2008		20080331	3	USD	36622000.0000	
0001193125-09-102866	IncreaseDecreaseInOtherOperatingCapitalNet	us-gaap/2008		20090331	1	USD	-9000000.0000	
0001193125-09-088639	AdditionalPaidInCapital	us-gaap/2008		20090331	0	USD	1002682000.0000	
0000277948-09-000066	CashAndCashEquivalentsPeriodIncreaseDecrease	us-gaap/2008		20080331	1	USD	1202000000.0000	
0001193125-09-101639	AccruedLiabilities	us-gaap/2008		20081231	0	USD	795700000.0000	
0001002638-09-000023	InvestmentsInMarketableSecurities	0001002638-09-000023		20090331	0	USD	6656000.0000	
0001104659-09-025790	PropertyPlantAndEquipmentNet	us-gaap/2008		20090331	0	USD	68787000.0000	
0000796343-09-000026	SalesRevenueGoodsNet	us-gaap/2008		20090531	2	USD	1402254000.0000	
0000950134-09-009913	InterestExpenseDebt	us-gaap/2008		20080331	1	USD	-25172000.0000	
0001193125-09-101273	AdditionalPaidInCapital	us-gaap/2008		20081231	0	USD	4128300000.0000	
0001193125-09-091929	OtherAssetsNoncurrent	us-gaap/2008		20090331	0	USD	810000000.0000	
0001193125-09-111401	AccountsNotesAndLoansReceivableNetCurrent	us-gaap/2008		20081231	0	USD	2570000.0000	
0000891618-09-000166	OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax	us-gaap/2008		20090331	1	USD	-49000000.0000	
0001193125-09-088639	AccumulatedOtherComprehensiveIncomeLossNetOfTax	us-gaap/2008		20081231	0	USD	-461900000.0000	
0001104659-09-029605	InventoryNet	us-gaap/2008		20081231	0	USD	16872000.0000	
0001193125-09-111401	IncreaseDecreaseInDeferredRevenue	us-gaap/2008		20090331	1	USD	1000.0000	
0001104659-09-031513	PreferredStockParOrStatedValuePerShare	us-gaap/2008		20081231	0	USD	0.0100	
0001193125-09-124260	ShareBasedCompensation	us-gaap/2008		20080430	1	USD	25200000.0000	
0001193125-09-101273	AdditionalPaidInCapital	us-gaap/2008		20090331	0	USD	4143600000.0000	
0001104659-09-029605	DomesticCompanyOwnedRestaurantExpensesTotal	0001104659-09-029605		20080331	1	USD	112607000.0000	
0001193125-09-102866	DeferredIncomeTaxExpenseBenefit	us-gaap/2008		20090331	1	USD	-79000000.0000	
0001193125-09-088639	PropertyPlantAndEquipmentNet	us-gaap/2008		20081231	0	USD	5765972000.0000	
0001193125-09-101639	CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations	us-gaap/2008		20080331	1	USD	-800000.0000	
0001193125-09-088631	CommonStockSharesIssued	us-gaap/2008		20090331	0	shares	150971711.0000	
0001193125-09-088639	MinorityInterest	us-gaap/2008		20081231	0	USD	212159000.0000	
0001193125-09-109617	Section31FeesPayable	0001193125-09-109617		20090331	0	USD	54000000.0000	
0000831259-09-000047	OperatingIncomeLoss	us-gaap/2008		20090331	1	USD	672000000.0000	
0001193125-09-100014	StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest	0001193125-09-100014		20090331	0	USD	5702100000.0000	
0001193125-09-100014	ProceedsFromPaymentsForOtherFinancingActivities	us-gaap/2008		20090331	1	USD	-13300000.0000	
0001193125-09-109617	IncreaseDecreaseInAccountsPayableAndAccruedLiabilities	us-gaap/2008		20090331	1	USD	-146000000.0000	
0001193125-09-111401	ShareBasedCompensation	us-gaap/2008		20080331	1	USD	283000.0000	
0000038074-09-000029	CostsAndExpenses	us-gaap/2008		20070331	4	USD	2732941000.0000	
0000891618-09-000150	RetainedEarningsAccumulatedDeficit	us-gaap/2008		20090331	0	USD	189000000.0000	
0001031296-09-000011	OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax	us-gaap/2008		20080331	1	USD	-58000000.0000	
0000092380-09-000018	PassengerRevenue	us-gaap/2008		20080331	1	USD	2414000000.0000	
0000950134-09-009913	CommonStockSharesOutstanding	us-gaap/2008		20090331	0	shares	167572000.0000	
0000891618-09-000166	PaymentsOfDividendsCommonStock	us-gaap/2008		20080331	1	USD	-1202000000.0000	
0001193125-09-101639	NetCashProvidedByUsedInOperatingActivitiesContinuingOperations	us-gaap/2008		20080331	1	USD	126500000.0000	
0001193125-09-088631	IncreaseDecreaseInOtherOperatingCapitalNet	us-gaap/2008		20080331	1	USD	-1945000.0000	
0001193125-09-096522	IntangibleAssetsNetExcludingGoodwill	us-gaap/2008		20081231	0	USD	350600000.0000	
0000796343-09-000026	OtherLiabilitiesNoncurrent	us-gaap/2008		20090531	0	USD	22659000.0000	
0001193125-09-088639	PneumoconiosisBenefits	0001193125-09-088639		20090331	0	USD	193009000.0000	
0001031296-09-000011	DeferredIncomeTaxesAndTaxCredits	us-gaap/2008		20080331	1	USD	89000000.0000	
0001193125-09-088639	GainLossOnSaleOfOtherAssets	us-gaap/2008		20090331	1	USD	1871000.0000	
0000277948-09-000066	IncreaseDecreaseInAccountsReceivable	us-gaap/2008		20090331	1	USD	132000000.0000	
0000950123-09-008550	CostOfRevenue	us-gaap/2008		20080331	1	USD	138163000.0000	
0001193125-09-101273	ShareBasedCompensation	us-gaap/2008		20090331	1	USD	14100000.0000	
0001193125-09-102866	StockholdersEquity	us-gaap/2008		20081231	0	USD	16378000000.0000	
0001193125-09-102866	RetainedEarningsAccumulatedDeficit	us-gaap/2008		20090331	0	USD	5515000000.0000	
0001193125-09-100014	OtherComprehensiveIncomeOtherNetOfTax	0001193125-09-100014		20090331	1	USD	-800000.0000	
0000950134-09-009913	LongTermDebtCurrent	us-gaap/2008		20081231	0	USD	16532000.0000	
0000038074-09-000029	InventoryNet	us-gaap/2008		20080331	0	USD	425138000.0000	
0001193125-09-101639	CommitmentsAndContingencies	us-gaap/2008		20090331	0	USD	0.0000	
0001193125-09-088631	AccruedRoyalties	us-gaap/2008		20081231	0	USD	20301000.0000	
0001193125-09-088639	ProceedsFromSaleOfOtherProductiveAssets	us-gaap/2008		20090331	1	USD	43827000.0000	
0000796343-09-000026	GainLossOnDispositionOfProperty	us-gaap/2008		20090531	2	USD	3426000.0000	
0000950134-09-009913	CashAndCashEquivalentsAtCarryingValue	us-gaap/2008		20080331	0	USD	726000.0000	
0001193125-09-111401	Revenues	us-gaap/2008		20090331	1	USD	4235000.0000	
0001104659-09-029605	StockIssuedDuringPeriodValueStockOptionsExercised	us-gaap/2008		20080331	1	USD	459000.0000	
0001193125-09-101273	CostOfGoodsSold	us-gaap/2008		20090331	1	USD	6583500000.0000	
0000950123-09-008550	AmortizationOfUnrecognizedPensionAdjustmentsNetOfTax	0000950123-09-008550		20090331	1	USD	667000.0000	
0001193125-09-100014	GainLossOnDerivativeInstrumentsNetPretax	us-gaap/2008		20080331	1	USD	-335400000.0000	
0000038074-09-000029	IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments	us-gaap/2008		20080331	4	USD	1210397000.0000	
0000092380-09-000018	DeferredGainsFromSaleandLeasebackOfAircraft	0000092380-09-000018		20090331	0	USD	111000000.0000	
0000796343-09-000026	CostOfGoodsSold	us-gaap/2008		20080531	1	USD	58229000.0000	
0001193125-09-124260	NetIncomeLoss	us-gaap/2008		20090430	1	USD	-32100000.0000	
0000891618-09-000166	OtherAdjustmentsForNoncashItemsIncludedInIncomeLossFromContinuingOperations	us-gaap/2008		20090331	1	USD	40000000.0000	
0000796343-09-000026	AccruedRestructuringExpensesNoncurrent	0000796343-09-000026		20081130	0	USD	6214000.0000	
0000038074-09-000029	IncreaseDecreaseInPrepaidExpense	us-gaap/2008		20070331	4	USD	-6690000.0000	
0001193125-09-101639	ProceedsFromIssuanceOfCommonStock	us-gaap/2008		20090331	1	USD	0.0000	
0001104659-09-029605	VariableInterestEntitiesRestaurantSalesDomestic	0001104659-09-029605		20090331	1	USD	5671000.0000	
0001193125-09-101639	PreferredStockSharesAuthorized	us-gaap/2008		20081231	0	shares	2000000.0000	
0001193125-09-124260	OperatingIncomeLoss	us-gaap/2008		20090430	1	USD	-19400000.0000	
0001104659-09-031513	CashAndCashEquivalentsAtCarryingValue	us-gaap/2008		20090331	0	USD	1470326000.0000	
0001193125-09-088639	InventoryNet	us-gaap/2008		20090331	0	USD	277676000.0000	
0001193125-09-100014	CommitmentsAndContingencies	us-gaap/2008		20081231	0	USD	0.0000	
0001193125-09-096522	FiniteLivedIntangibleAssetsAccumulatedAmortization	us-gaap/2008		20090331	0	USD	287700000.0000	
0000891618-09-000166	IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions	us-gaap/2008		20080331	1	USD	42000000.0000	
0001031296-09-000011	AccumulatedOtherComprehensiveIncomeLossNetOfTax	us-gaap/2008		20090331	0	USD	-1350000000.0000	
0001031296-09-000011	CashCollateralNet	0001031296-09-000011		20080331	1	USD	8000000.0000	
0000038074-09-000029	AssetsCurrent	us-gaap/2008		20080331	0	USD	3036649000.0000	
0001193125-09-124260	AccruedIncomeTaxesPayable	us-gaap/2008		20090430	0	USD	19100000.0000	
0001104659-09-029605	AvailableForSaleSecuritiesNoncurrent	us-gaap/2008		20081231	0	USD	530000.0000	
0001193125-09-088639	AccumulatedOtherComprehensiveIncomeLossNetOfTax	us-gaap/2008		20090331	0	USD	-436503000.0000	
0001104659-09-029605	EffectOfExchangeRateOnCashAndCashEquivalents	us-gaap/2008		20090331	1	USD	-9000.0000	
0000950123-09-008550	IncomeTaxExpenseBenefit	us-gaap/2008		20090331	1	USD	-659000.0000	
0000891618-09-000166	Assets	us-gaap/2008		20090331	0	USD	159426000000.0000	
0000831259-09-000047	Assets	us-gaap/2008		20090331	0	USD	23708000000.0000	
0000950134-09-009913	NetIncomeLoss	us-gaap/2008		20080331	1	USD	-56625000.0000	
0000891618-09-000150	LiabilitiesCurrent	us-gaap/2008		20090331	0	USD	1571000000.0000	
0001193125-09-109617	GainLossOnSaleOfEquityInvestments	us-gaap/2008		20090331	1	USD	0.0000	
0000831259-09-000047	IncreaseDecreaseInInventories	us-gaap/2008		20090331	1	USD	-35000000.0000	
0000277948-09-000066	EarningsPerShareDiluted	us-gaap/2008		20080331	1	USD	0.8500	
0001104659-09-025790	ConvertiblePreferredStockParStatedValuePerShare	us-gaap/2008		20090331	0	USD	1.0000	
0000038074-09-000029	SellingGeneralAndAdministrativeExpense	us-gaap/2008		20080331	4	USD	1154845000.0000	
0001193125-09-088639	TotalOtherAssets	0001193125-09-088639		20090331	0	USD	567638000.0000	
0001193125-09-096522	EarningsPerShareDiluted	us-gaap/2008		20080331	1	USD	0.2700	
0000950123-09-008550	AccountsPayable	us-gaap/2008		20081231	0	USD	47776000.0000	
0000092380-09-000018	NetCashProvidedByUsedInFinancingActivities	us-gaap/2008		20090331	1	USD	129000000.0000	
0001104659-09-031513	NetIncomeLoss	us-gaap/2008		20090331	1	USD	204799000.0000	
0001193125-09-088631	NoncontrollingInterest	0001193125-09-088631		20090331	1	USD	-1445000.0000	
0001193125-09-100014	Assets	us-gaap/2008		20090331	0	USD	31281400000.0000	
0001031296-09-000011	IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments	us-gaap/2008		20090331	1	USD	169000000.0000	
0001193125-09-111401	AmortizationOfIntangibleAssets	us-gaap/2008		20090331	1	USD	312000.0000	
0000092380-09-000018	DeferredTaxLiabilitiesNoncurrent	us-gaap/2008		20090331	0	USD	1895000000.0000	
0001002638-09-000023	MinorityInterestInNetIncomeLossOfConsolidatedEntities	us-gaap/2008		20080331	1	USD	168000.0000	
0000038074-09-000029	AmortizationImpairmentsAndWriteoffs	0000038074-09-000029		20090331	4	USD	53241000.0000	
0001031296-09-000011	CashAndCashEquivalentsAtCarryingValue	us-gaap/2008		20081231	0	USD	545000000.0000	
0000038074-09-000029	EarningsPerShareBasic	us-gaap/2008		20070331	4	USD	1.4300	
0000796343-09-000026	OtherAssetsNoncurrent	us-gaap/2008		20081130	0	USD	216529000.0000	
0001193125-09-100014	RetainedEarningsAccumulatedDeficit	us-gaap/2008		20081231	0	USD	-1874900000.0000	
0001193125-09-109617	PaymentsToAcquireInvestments	us-gaap/2008		20080331	1	USD	409000000.0000	
0001104659-09-029605	InvestmentIncomeInterest	us-gaap/2008		20080331	1	USD	266000.0000	
0000950134-09-009913	IncomeFromEquityInvestments	0000950134-09-009913		20080331	1	USD	-859000.0000	
0001193125-09-088631	TotalDeferredCreditsAndOtherLiabilities	0001193125-09-088631		20081231	0	USD	384367000.0000	
0000092380-09-000018	TotalOtherExpensesIncome	0000092380-09-000018		20090331	1	USD	57000000.0000	
0000891618-09-000150	IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare	us-gaap/2008		20080331	1	USD	0.0100	
0001193125-09-091929	DeferredIncomeTaxExpenseBenefit	us-gaap/2008		20080331	1	USD	12000000.0000	
0000891618-09-000150	ShortTermInvestments	us-gaap/2008		20081231	0	USD	12000000.0000	
0001193125-09-101273	WeightedAverageNumberOfDilutedSharesOutstanding	us-gaap/2008		20090331	1	shares	429200000.0000	
0001193125-09-124260	OperatingIncomeLoss	us-gaap/2008		20080430	1	USD	119900000.0000	
0001002638-09-000023	InvestmentsInMarketableSecurities	0001002638-09-000023		20080630	0	USD	0.0000	
0001193125-09-100014	AccountsPayable	us-gaap/2008		20090331	0	USD	682300000.0000	
0001193125-09-100014	AdditionalPaidInCapital	us-gaap/2008		20081231	0	USD	4124000000.0000	
0001104659-09-029605	IncreaseDecreaseInAccruedLiabilities	us-gaap/2008		20090331	1	USD	-5487000.0000	
0000891618-09-000166	EffectOfExchangeRateOnCashAndCashEquivalents	us-gaap/2008		20080331	1	USD	85000000.0000	
0001193125-09-101273	IncreaseDecreaseInAccountsPayableAndAccruedLiabilities	us-gaap/2008		20090331	1	USD	-251500000.0000	
0000796343-09-000026	NetCashProvidedByUsedInFinancingActivities	us-gaap/2008		20080531	2	USD	-778387000.0000	
0001193125-09-088631	ShortTermNonBankLoansAndNotesPayable	us-gaap/2008		20090331	0	USD	80400000.0000	
0001193125-09-096522	CashAndCashEquivalentsAtCarryingValue	us-gaap/2008		20071231	0	USD	1793100000.0000	
0000891618-09-000150	OtherAssetsNoncurrent	us-gaap/2008		20090331	0	USD	182000000.0000	
0001002638-09-000023	MinorityInterest	us-gaap/2008		20090331	0	USD	0.0000	
0000038074-09-000029	LiabilityForUncertainTaxPositionsNoncurrent	us-gaap/2008		20080331	0	USD	198410000.0000	
0000796343-09-000026	CommonStockSharesIssued	us-gaap/2008		20081130	0	shares	600834000.0000	
0000950123-09-008550	IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments	us-gaap/2008		20090331	1	USD	-2527000.0000	
0000831259-09-000047	IncomeTaxExpenseBenefit	us-gaap/2008		20090331	1	USD	-331000000.0000	
0001193125-09-096522	PaymentsForRepurchaseOfCommonStock	us-gaap/2008		20080331	1	USD	297400000.0000	
0000831259-09-000047	AccruedIncomesTaxes	0000831259-09-000047		20081231	0	USD	163000000.0000	
0001193125-09-111401	CommonStockParOrStatedValuePerShare	us-gaap/2008		20081231	0	USD	0.0100	
0001193125-09-101639	PrepaidExpenseCurrent	us-gaap/2008		20090331	0	USD	88600000.0000	
0001193125-09-109617	OtherNonoperatingIncome	us-gaap/2008		20090331	1	USD	5000000.0000	
0001031296-09-000011	PrepaidTaxes	us-gaap/2008		20090331	0	USD	318000000.0000	
0001193125-09-100014	AmortizationOfDeferredFinancingCosts	0001193125-09-100014		20080331	1	USD	10500000.0000	
0000038074-09-000029	IncreaseDecreaseInAccountsPayable	us-gaap/2008		20070331	4	USD	13703000.0000	
0001031296-09-000011	RetainedEarningsAccumulatedDeficit	us-gaap/2008		20081231	0	USD	4159000000.0000	
0001104659-09-025790	IncreaseDecreaseInAccountsReceivable	us-gaap/2008		20090331	1	USD	-7777000.0000	
0001193125-09-088639	MineClosingLiabilityNoncurrent	0001193125-09-088639		20090331	0	USD	418827000.0000	
0001193125-09-124260	MaintenanceCosts	us-gaap/2008		20080430	1	USD	2000000.0000	
0001193125-09-109617	RepaymentsOfOtherDebt	us-gaap/2008		20080331	1	USD	1000000.0000	
0001104659-09-031513	ProceedsFromPaymentsForOtherFinancingActivities	us-gaap/2008		20080331	1	USD	-374000.0000	
0001193125-09-124260	PaymentsToAcquireBusinessesNetOfCashAcquired	us-gaap/2008		20090430	1	USD	0.0000	
0001193125-09-109617	Revenues	us-gaap/2008		20080331	1	USD	1212000000.0000	
0001104659-09-031513	CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedWithinOneYear	us-gaap/2008		20090331	0	USD	1046672000.0000	
0001193125-09-109617	ProceedsFromIssuanceOfLongTermDebt	us-gaap/2008		20080331	1	USD	143000000.0000	
0001193125-09-088631	IncreaseDecreaseInDueToRelatedPartiesCurrent	us-gaap/2008		20080331	1	USD	0.0000	
0000891618-09-000166	RevenueFromRelatedParties	us-gaap/2008		20080331	1	USD	1244000000.0000	
0000891618-09-000150	EntityPublicFloat	dei/2008		20080630	0	USD	23670310860.0000	
0001002638-09-000023	OtherPaymentsToAcquireBusinesses	us-gaap/2008		20080331	3	USD	-14907000.0000	
0001193125-09-100014	ClassCCommonStockSharesAuthorized	0001193125-09-100014		20081231	0	shares	500000000.0000	
0001193125-09-102866	NonoperatingIncomeExpense	us-gaap/2008		20080331	1	USD	-66000000.0000	
0001193125-09-091929	CostOfRevenueExcludingDepreciationandAmortization	0001193125-09-091929		20080331	1	USD	1595000000.0000	
0001031296-09-000011	NetCashProvidedByUsedInInvestingActivities	us-gaap/2008		20080331	1	USD	-642000000.0000	
0001193125-09-088639	OtherLiabilitiesNoncurrent	us-gaap/2008		20090331	0	USD	240516000.0000	
0001193125-09-101639	IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare	us-gaap/2008		20090331	1	USD	0.0000	
0000891618-09-000150	StockholdersEquity	us-gaap/2008		20081231	0	USD	7291000000.0000	
0001104659-09-031513	PreferredStockParOrStatedValuePerShare	us-gaap/2008		20090331	0	USD	0.0100	
0001193125-09-088631	LiabilitiesAndStockholdersEquity	us-gaap/2008		20081231	0	USD	2124973000.0000	
0000038074-09-000029	TaxBenefitFromStockOptionsExercised	us-gaap/2008		20080331	4	USD	1755000.0000	
0001193125-09-111401	OtherAssetsCurrent	us-gaap/2008		20090331	0	USD	165000.0000	
0001031296-09-000011	TotalOtherExpense	0001031296-09-000011		20080331	1	USD	-154000000.0000	
0001104659-09-025790	IntangibleAssetsNetExcludingGoodwill	us-gaap/2008		20081231	0	USD	10780000.0000	
0001002638-09-000023	ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost	us-gaap/2008		20090331	3	USD	87335000.0000	
0000950134-09-009913	CashAndCashEquivalentsAtCarryingValue	us-gaap/2008		20071231	0	USD	63135000.0000	
0001193125-09-091929	OtherAssetsCurrent	us-gaap/2008		20081231	0	USD	220000000.0000	
0001104659-09-025790	ProceedsFromStockPlans	us-gaap/2008		20080331	1	USD	744000.0000	
0001002638-09-000023	AccountsPayableAndAccruedLiabilitiesNoncurrent	us-gaap/2008		20090331	0	USD	19984000.0000	
0000831259-09-000047	LongTermMillAndLeachStockpiles	0000831259-09-000047		20081231	0	USD	1145000000.0000	
0001031296-09-000011	RepaymentsOfLongTermDebt	us-gaap/2008		20090331	1	USD	-444000000.0000	
0001193125-09-102866	ProceedsFromStockOptionsExercised	us-gaap/2008		20080331	1	USD	36000000.0000	
0000950134-09-009913	Production	0000950134-09-009913		20090331	1	USD	45579000.0000	
0001193125-09-091929	IncomeLossFromContinuingOperations	us-gaap/2008		20080331	1	USD	313000000.0000	
0001193125-09-100014	RepaymentsOfLongTermDebtAndCapitalSecurities	us-gaap/2008		20080331	1	USD	129200000.0000	
